Date,Open,High,Low,Close,Adj Close,Volume
2019-07-29,1136.775024,1136.775024,1111.525024,1122.150024,1074.847900,4988246
2019-07-30,1127.500000,1135.599976,1119.949951,1126.125000,1078.655396,5197068
2019-07-31,1120.000000,1133.500000,1117.125000,1125.824951,1078.367920,6945920
2019-08-01,1114.550049,1120.000000,1098.500000,1110.900024,1066.440308,9120838
2019-08-02,1105.500000,1112.000000,1091.000000,1107.175049,1062.864258,13912768
2019-08-05,1098.525024,1100.000000,1081.250000,1089.625000,1046.016724,9911220
2019-08-06,1083.500000,1105.125000,1083.500000,1094.550049,1050.744751,12445470
2019-08-07,1095.000000,1101.000000,1082.500000,1092.000000,1048.296631,9375068
2019-08-08,1099.000000,1121.500000,1091.500000,1116.574951,1071.887939,9855800
2019-08-09,1123.500000,1144.500000,1119.900024,1141.000000,1095.335571,15218056
2019-08-13,1136.650024,1136.650024,1101.300049,1110.175049,1065.744385,7720034
2019-08-14,1117.699951,1117.699951,1101.525024,1114.724976,1070.112061,7127026
2019-08-16,1107.000000,1116.500000,1102.050049,1113.849976,1069.272095,7623780
2019-08-19,1119.250000,1121.000000,1100.849976,1103.425049,1059.264282,4249100
2019-08-20,1104.625000,1113.900024,1103.425049,1110.300049,1065.864136,5135296
2019-08-21,1112.449951,1120.599976,1107.099976,1112.925049,1068.384277,5236356
2019-08-22,1110.425049,1110.425049,1083.525024,1087.050049,1043.544800,6996022
2019-08-23,1080.500000,1088.500000,1069.800049,1081.349976,1038.072876,10049808
2019-08-26,1097.449951,1133.074951,1083.500000,1128.074951,1082.927612,12640122
2019-08-27,1128.000000,1136.449951,1120.050049,1129.974976,1084.751831,10330416
2019-08-28,1125.000000,1128.675049,1113.175049,1123.750000,1078.775879,6831294
2019-08-29,1123.000000,1126.849976,1110.150024,1113.474976,1068.912109,7391858
2019-08-30,1116.750000,1130.000000,1111.000000,1113.974976,1069.392090,9616660
2019-09-03,1110.000000,1110.500000,1098.074951,1105.474976,1061.232300,5714338
2019-09-04,1103.500000,1137.000000,1099.500000,1123.875000,1078.895874,7530352
2019-09-05,1124.500000,1136.199951,1112.500000,1117.574951,1072.848022,8648126
2019-09-06,1114.000000,1128.300049,1110.650024,1122.949951,1078.007935,6435002
2019-09-09,1123.000000,1130.449951,1108.050049,1124.800049,1079.784058,5321702
2019-09-11,1137.000000,1137.000000,1120.574951,1125.650024,1080.599976,7604558
2019-09-12,1125.349976,1144.400024,1124.074951,1135.425049,1089.983521,9066150
2019-09-13,1125.500000,1133.724976,1119.000000,1128.724976,1083.551758,7685670
2019-09-16,1125.949951,1131.324951,1120.500000,1122.074951,1077.167847,5515092
2019-09-17,1123.949951,1124.250000,1099.050049,1105.675049,1061.424316,5328278
2019-09-18,1108.650024,1112.074951,1090.000000,1093.875000,1050.096680,6479942
2019-09-19,1099.900024,1107.050049,1084.000000,1101.050049,1056.984497,5311655
2019-09-20,1108.000000,1209.900024,1105.400024,1199.599976,1151.590332,23075017
2019-09-23,1259.550049,1282.699951,1229.000000,1257.250000,1206.933105,20960205
2019-09-24,1250.000000,1261.949951,1227.550049,1253.800049,1203.621216,11689524
2019-09-25,1249.900024,1249.900024,1230.099976,1239.699951,1190.085449,7804488
2019-09-26,1239.800049,1275.000000,1236.349976,1242.500000,1192.773438,15335780
2019-09-27,1248.250000,1253.500000,1237.599976,1244.199951,1194.405396,7436585
2019-09-30,1228.800049,1240.000000,1216.500000,1227.449951,1178.325562,9109229
2019-10-01,1231.500000,1255.000000,1221.099976,1248.800049,1198.821289,9384176
2019-10-03,1239.949951,1243.800049,1216.349976,1223.550049,1174.581909,8149438
2019-10-04,1236.650024,1239.599976,1185.300049,1189.699951,1142.086548,9201816
2019-10-07,1201.199951,1219.849976,1181.150024,1186.900024,1139.398560,11256610
2019-10-09,1197.099976,1229.900024,1190.000000,1228.150024,1178.997681,8713635
2019-10-10,1221.800049,1225.949951,1197.199951,1200.550049,1152.502319,5778429
2019-10-11,1213.400024,1224.000000,1188.949951,1198.800049,1150.822388,8593159
2019-10-14,1209.000000,1219.900024,1197.400024,1204.400024,1156.198242,6133901
2019-10-15,1207.000000,1225.000000,1206.849976,1223.050049,1174.101807,4200187
2019-10-16,1231.650024,1235.000000,1210.099976,1221.099976,1172.229858,5293408
2019-10-17,1227.500000,1229.849976,1213.099976,1220.000000,1171.173828,6121807
2019-10-18,1225.449951,1233.849976,1220.349976,1229.000000,1179.813599,5616903
2019-10-22,1257.000000,1257.000000,1232.599976,1239.300049,1189.701416,10003114
2019-10-23,1246.849976,1249.750000,1233.000000,1241.599976,1191.909424,5095107
