Date,Open,High,Low,Close,Adj Close,Volume
2014-07-28,451.655548,465.061737,446.510712,449.033661,446.080719,8392066
2014-07-30,450.171448,450.616699,437.309418,446.560181,443.623505,13595305
2014-07-31,448.192688,449.874634,440.327057,442.009003,439.102264,9472953
2014-08-01,440.079712,450.913513,433.351868,435.330658,432.467834,8882644
2014-08-04,437.606232,443.641510,436.468445,441.860596,438.954834,7517951
2014-08-05,444.927704,453.040680,439.486084,451.952362,448.980194,4030664
2014-08-06,450.171448,450.171448,440.475464,442.800507,439.888550,4859128
2014-08-07,442.849976,445.570801,435.528534,437.309418,434.433563,4871343
2014-08-08,432.857178,433.203461,425.832520,428.306000,425.489380,6491179
2014-08-11,434.934875,443.690979,432.362488,441.811127,438.905670,8735749
2014-08-12,475.895538,476.884918,463.429260,468.969818,465.885773,14887582
2014-08-13,471.987457,474.757751,461.153656,468.475128,465.394318,6299304
2014-08-14,469.316101,480.694061,468.623535,479.457336,476.304291,6417376
2014-08-18,483.860107,500.283966,483.711700,498.453583,495.175629,8656402
2014-08-19,502.114319,515.174255,500.185028,513.343872,509.967987,9965688
2014-08-20,513.492310,516.460449,505.478241,506.813904,503.480988,5467442
2014-08-21,510.524109,512.651306,500.778656,507.308594,503.972412,5463932
2014-08-22,509.782074,515.124756,505.181427,506.121338,502.792999,4404241
2014-08-25,511.513519,512.502869,499.987152,503.004761,499.696899,4005516
2014-08-26,493.209839,509.732605,491.082642,507.209656,503.874115,4724406
2014-08-27,513.393372,518.439209,510.721985,516.163635,512.769226,3905433
2014-08-28,518.142395,526.008057,517.103577,519.478088,516.061890,5597525
2014-09-01,520.417969,523.880859,511.266144,514.481689,511.098328,6321716
2014-09-02,514.481689,515.223694,506.616028,510.771454,507.412506,4700852
2014-09-03,520.516907,524.870239,515.767883,517.054077,513.653809,7395355
2014-09-04,517.153015,517.153015,503.845764,507.555969,504.218170,7887159
2014-09-05,507.555969,511.117737,497.810486,500.630249,497.337982,10061738
2014-09-08,502.609009,506.566559,497.563141,504.686737,501.367828,9265718
2014-09-09,505.676117,512.898621,502.213257,511.661926,508.297119,9134923
2014-09-10,508.347473,515.421570,506.962311,511.068268,507.707367,7315474
2014-09-11,512.502869,512.799683,505.577179,508.891632,505.545013,3994427
2014-09-12,509.534729,513.838562,507.951721,511.711395,508.346252,4645545
2014-09-15,506.566559,509.930481,504.736206,506.962311,503.628418,3002542
2014-09-16,504.587799,505.329834,489.400696,494.446564,491.194977,5795527
2014-09-17,496.672699,504.093109,486.185181,501.570160,498.271729,5000801
2014-09-18,500.333435,521.209534,495.386475,519.824341,516.405884,7126911
2014-09-19,519.626465,523.386169,511.068268,513.393372,510.017181,5187142
2014-09-22,509.534729,536.742920,508.545349,534.318909,530.805115,7973384
2014-09-23,535.951355,536.841858,510.623047,512.304993,508.935974,7528891
2014-09-24,510.524109,512.255554,501.174408,507.951721,504.611328,3887411
2014-09-25,507.259125,509.287384,494.693909,498.997742,495.716217,6390237
2014-09-26,496.771637,507.605438,487.125092,505.676117,502.350677,7252440
2014-09-29,504.686737,510.128357,502.262726,505.329834,502.006653,5160966
2014-09-30,509.237915,509.237915,494.990723,496.821106,493.553894,5576865
2014-10-01,495.881165,502.015381,493.951874,497.414734,494.143616,3727045
2014-10-07,497.414734,511.315613,497.414734,499.591370,496.305939,5462324
2014-10-08,501.619629,507.259125,496.672699,503.598389,500.286591,3963078
2014-10-09,509.485260,516.955139,507.852783,515.075317,511.688049,3758873
2014-10-10,509.040039,509.040039,484.156921,487.471375,484.265625,7535919
2014-10-13,484.800049,492.913025,474.955627,490.983704,487.754883,5193538
2014-10-14,493.605591,494.891785,480.941437,482.821259,479.646118,3886857
2014-10-15,482.821259,482.821259,482.821259,482.821259,479.646118,0
2014-10-16,480.298309,495.782227,476.588104,478.665833,475.518036,6643744
2014-10-17,478.616364,478.616364,463.033508,470.750732,467.654999,9595387
2014-10-20,482.722321,491.725739,479.457336,489.400696,486.182281,5839603
