"DateTime","Pre Open TATAMOTORS","TATAMOTORSEQN"
"2024-07-04 09:19:18",,987.75
"2024-07-04 09:19:19",,987.9
"2024-07-04 09:19:20",,987.75
"2024-07-04 09:19:21",,987.6
"2024-07-04 09:19:22",,987.8
"2024-07-04 09:19:23",,987.8
"2024-07-04 09:19:24",,987.6
"2024-07-04 09:19:25",,987.05
"2024-07-04 09:19:26",,987.2
"2024-07-04 09:19:27",,987.7
"2024-07-04 09:19:28",,987.75
"2024-07-04 09:19:29",,987.8
"2024-07-04 09:19:30",,987.9
"2024-07-04 09:19:31",,987.55
"2024-07-04 09:19:32",,987.9
"2024-07-04 09:19:33",,987.8
"2024-07-04 09:19:34",,987.75
"2024-07-04 09:19:35",,987.9
"2024-07-04 09:19:36",,987.55
"2024-07-04 09:19:37",,987.5
"2024-07-04 09:19:38",,987.6
"2024-07-04 09:19:39",,987.5
"2024-07-04 09:19:40",,987.5
"2024-07-04 09:19:41",,987.5
"2024-07-04 09:19:42",,987.45
"2024-07-04 09:19:43",,987.75
"2024-07-04 09:19:44",,987.45
"2024-07-04 09:19:45",,987.6
"2024-07-04 09:19:46",,987.6
"2024-07-04 09:19:47",,987.65
"2024-07-04 09:19:48",,987.75
"2024-07-04 09:20:20",,989.1
"2024-07-04 09:20:21",,989.5
"2024-07-04 09:20:22",,989.3
"2024-07-04 09:20:23",,989.3
"2024-07-04 09:20:24",,989.2
"2024-07-04 09:20:25",,989.2
"2024-07-04 09:20:26",,989.3
"2024-07-04 09:20:27",,989.45
"2024-07-04 09:20:28",,989.5
"2024-07-04 09:20:29",,989.1
"2024-07-04 09:20:30",,989.15
"2024-07-04 09:20:31",,989.15
"2024-07-04 09:20:32",,989.5
"2024-07-04 09:20:33",,989.05
"2024-07-04 09:20:34",,989.15
"2024-07-04 09:20:35",,989.3
"2024-07-04 09:20:36",,989.2
"2024-07-04 09:20:37",,989.5
"2024-07-04 09:20:38",,989.45
"2024-07-04 09:20:39",,989.05
"2024-07-04 09:20:40",,989.5
"2024-07-04 09:20:41",,989.1
"2024-07-04 09:20:42",,989.1
"2024-07-04 09:20:43",,989.4
"2024-07-04 09:20:44",,989.1
"2024-07-04 09:20:45",,989
"2024-07-04 09:20:46",,989
"2024-07-04 09:20:47",,989.05
"2024-07-04 09:20:48",,989
"2024-07-04 09:20:49",,988.95
"2024-07-04 09:20:50",,988.85
"2024-07-04 09:20:51",,988.55
"2024-07-04 09:20:52",,988.85
"2024-07-04 09:20:53",,988.9
"2024-07-04 09:20:54",,988.95
"2024-07-04 09:20:55",,988.65
"2024-07-04 09:20:56",,988.9
"2024-07-04 09:20:57",,988.7
"2024-07-04 09:20:58",,988.9
"2024-07-04 09:20:59",,989
"2024-07-04 09:21:00",,988.85
"2024-07-04 09:21:01",,988.85
"2024-07-04 09:21:02",,988.9
"2024-07-04 09:21:03",,988.9
"2024-07-04 09:21:04",,988.8
"2024-07-04 09:21:05",,988.75
"2024-07-04 09:21:06",,989
"2024-07-04 09:21:07",,988.9
"2024-07-04 09:21:08",,989
"2024-07-04 09:21:09",,989.05
"2024-07-04 09:21:10",,989.05
"2024-07-04 09:21:12",,989.7
"2024-07-04 09:21:13",,989.45
"2024-07-04 09:21:14",,989.1
"2024-07-04 09:21:15",,989.1
"2024-07-04 09:21:16",,989.1
"2024-07-04 09:21:17",,989.4
"2024-07-04 09:21:18",,989.5
"2024-07-04 09:21:19",,989.1
"2024-07-04 09:21:20",,989.1
"2024-07-04 09:21:21",,989.4
"2024-07-04 09:21:22",,989.35
"2024-07-04 09:21:23",,988.8
"2024-07-04 09:21:24",,988.75
"2024-07-04 09:21:25",,989.15
"2024-07-04 09:21:26",,989.1
"2024-07-04 09:21:27",,989.1
"2024-07-04 09:21:28",,988.95
"2024-07-04 09:21:29",,988.4
"2024-07-04 09:21:30",,988.9
"2024-07-04 09:21:31",,989
"2024-07-04 09:21:32",,989
"2024-07-04 09:21:33",,989
"2024-07-04 09:21:34",,989
"2024-07-04 09:21:35",,988.95
"2024-07-04 09:21:36",,988.95
"2024-07-04 09:21:37",,988.9
"2024-07-04 09:21:38",,988.9
"2024-07-04 09:21:39",,988.75
"2024-07-04 09:21:40",,988.8
"2024-07-04 09:21:41",,988.75
"2024-07-04 09:21:42",,988.95
"2024-07-04 09:21:43",,988.8
"2024-07-04 09:21:45",,988.8
"2024-07-04 09:21:46",,988.75
"2024-07-04 09:21:47",,989
"2024-07-04 09:21:48",,989
"2024-07-04 09:21:49",,989
"2024-07-04 09:22:20",,989.85
"2024-07-04 09:22:21",,989.55
"2024-07-04 09:22:22",,989.95
"2024-07-04 09:22:23",,989.9
"2024-07-04 09:22:24",,989.6
"2024-07-04 09:22:25",,989.85
"2024-07-04 09:22:26",,989.9
"2024-07-04 09:22:27",,989.9
"2024-07-04 09:22:28",,989.85
"2024-07-04 09:22:29",,989.9
"2024-07-04 09:22:30",,989.6
"2024-07-04 09:22:31",,989.8
"2024-07-04 09:22:32",,989.6
"2024-07-04 09:22:33",,989.45
"2024-07-04 09:22:34",,989.5
"2024-07-04 09:22:35",,989.45
"2024-07-04 09:22:36",,989.45
"2024-07-04 09:22:37",,989.6
"2024-07-04 09:22:38",,989.45
"2024-07-04 09:22:39",,989.6
"2024-07-04 09:22:40",,989.6
"2024-07-04 09:22:41",,989.6
"2024-07-04 09:22:42",,989.5
"2024-07-04 09:22:43",,989.45
"2024-07-04 09:22:44",,989.5
"2024-07-04 09:22:45",,989.4
"2024-07-04 09:22:46",,989.45
"2024-07-04 09:22:47",,989
"2024-07-04 09:22:48",,989.3
"2024-07-04 09:22:49",,989.3
"2024-07-04 09:22:50",,989.45
"2024-07-04 09:22:51",,989.25
"2024-07-04 09:22:52",,989.45
"2024-07-04 09:22:53",,989.6
"2024-07-04 09:22:54",,989.1
"2024-07-04 09:22:55",,989.55
"2024-07-04 09:22:56",,989.1
"2024-07-04 09:22:57",,989.4
"2024-07-04 09:22:58",,989.4
"2024-07-04 09:22:59",,989.4
"2024-07-04 09:23:00",,989.45
"2024-07-04 09:23:01",,989.8
"2024-07-04 09:23:02",,989.5
"2024-07-04 09:23:03",,989.55
"2024-07-04 09:23:04",,989.85
"2024-07-04 09:23:05",,989.85
"2024-07-04 09:23:06",,989.8
"2024-07-04 09:23:07",,990.2
"2024-07-04 09:23:08",,990.3
"2024-07-04 09:23:09",,990.55
"2024-07-04 09:23:10",,991
"2024-07-04 09:23:11",,990.6
"2024-07-04 09:23:12",,990.7
"2024-07-04 09:23:13",,991
"2024-07-04 09:23:14",,990.8
"2024-07-04 09:23:15",,991.3
"2024-07-04 09:23:16",,991.15
"2024-07-04 09:23:17",,991.25
"2024-07-04 09:23:18",,991.2
"2024-07-04 09:23:19",,991.45
"2024-07-04 09:23:20",,991.45
"2024-07-04 09:23:21",,991.45
"2024-07-04 09:23:22",,991.85
"2024-07-04 09:23:23",,991.55
"2024-07-04 09:23:24",,991.95
"2024-07-04 09:23:25",,991.9
"2024-07-04 09:23:26",,991.45
"2024-07-04 09:23:27",,991.95
"2024-07-04 09:23:28",,991.9
"2024-07-04 09:23:29",,991.95
"2024-07-04 09:23:30",,992.45
"2024-07-04 09:23:31",,992.5
"2024-07-04 09:23:32",,993
"2024-07-04 09:23:33",,992.7
"2024-07-04 09:23:34",,992.75
"2024-07-04 09:23:35",,993
"2024-07-04 09:23:36",,993
"2024-07-04 09:23:37",,992.75
"2024-07-04 09:23:38",,993.3
"2024-07-04 09:23:39",,993.4
"2024-07-04 09:23:40",,993.15
"2024-07-04 09:23:41",,993.15
"2024-07-04 09:23:42",,993.2
"2024-07-04 09:23:43",,993.65
"2024-07-04 09:23:44",,993.25
"2024-07-04 09:23:45",,993.4
"2024-07-04 09:23:46",,993.3
"2024-07-04 09:23:47",,993.4
"2024-07-04 09:23:48",,993.3
"2024-07-04 09:23:49",,993.35
"2024-07-04 09:24:19",,992.7
"2024-07-04 09:24:20",,993
"2024-07-04 09:24:21",,992.75
"2024-07-04 09:24:22",,993
"2024-07-04 09:24:23",,993.15
"2024-07-04 09:24:24",,993
"2024-07-04 09:24:25",,993
"2024-07-04 09:24:26",,993.2
"2024-07-04 09:24:27",,993
"2024-07-04 09:24:28",,992.75
"2024-07-04 09:24:29",,992.75
"2024-07-04 09:24:30",,992.55
"2024-07-04 09:24:31",,992.7
"2024-07-04 09:24:32",,992.7
"2024-07-04 09:24:33",,992.75
"2024-07-04 09:24:34",,992.4
"2024-07-04 09:24:35",,992.65
"2024-07-04 09:24:36",,992.65
"2024-07-04 09:24:37",,992.65
"2024-07-04 09:24:38",,992.45
"2024-07-04 09:24:39",,992.45
"2024-07-04 09:24:40",,992.85
"2024-07-04 09:24:41",,992.75
"2024-07-04 09:24:42",,992.45
"2024-07-04 09:24:43",,992.3
"2024-07-04 09:24:44",,992.85
"2024-07-04 09:24:45",,992.7
"2024-07-04 09:24:46",,992.4
"2024-07-04 09:24:47",,992.45
"2024-07-04 09:24:48",,992.7
"2024-07-04 09:24:49",,992.3
"2024-07-04 09:24:50",,992.3
"2024-07-04 09:24:51",,992.65
"2024-07-04 09:24:52",,992.3
"2024-07-04 09:24:53",,992
"2024-07-04 09:24:54",,992.4
"2024-07-04 09:24:55",,992.5
"2024-07-04 09:24:56",,992.2
"2024-07-04 09:24:57",,992.5
"2024-07-04 09:24:58",,992.5
"2024-07-04 09:24:59",,992.15
"2024-07-04 09:25:00",,992.5
"2024-07-04 09:25:01",,992.65
"2024-07-04 09:25:02",,992.7
"2024-07-04 09:25:03",,992.4
"2024-07-04 09:25:04",,992.85
"2024-07-04 09:25:05",,992.65
"2024-07-04 09:25:06",,992.55
"2024-07-04 09:25:07",,992.85
"2024-07-04 09:25:08",,993
"2024-07-04 09:25:10",,993
"2024-07-04 09:25:11",,992.85
"2024-07-04 09:25:12",,992.85
"2024-07-04 09:25:13",,992.9
"2024-07-04 09:25:14",,992.85
"2024-07-04 09:25:15",,992.85
"2024-07-04 09:25:16",,992.85
"2024-07-04 09:25:17",,993
"2024-07-04 09:25:18",,993
"2024-07-04 09:25:19",,993.1
"2024-07-04 09:25:20",,993.3
"2024-07-04 09:25:21",,992.85
"2024-07-04 09:25:22",,993
"2024-07-04 09:25:23",,992.9
"2024-07-04 09:25:24",,993.05
"2024-07-04 09:25:25",,993.05
"2024-07-04 09:25:26",,993.1
"2024-07-04 09:25:27",,993.05
"2024-07-04 09:25:28",,993.05
"2024-07-04 09:25:29",,993.7
"2024-07-04 09:25:30",,993.9
"2024-07-04 09:25:31",,993.7
"2024-07-04 09:25:32",,994.5
"2024-07-04 09:25:33",,994.5
"2024-07-04 09:25:34",,994.35
"2024-07-04 09:25:35",,994.9
"2024-07-04 09:25:36",,994.4
"2024-07-04 09:25:37",,994.4
"2024-07-04 09:25:38",,994.8
"2024-07-04 09:25:39",,994.5
"2024-07-04 09:25:40",,994.5
"2024-07-04 09:25:41",,994.7
"2024-07-04 09:25:42",,994.25
"2024-07-04 09:25:43",,994
"2024-07-04 09:25:44",,994.5
"2024-07-04 09:25:45",,994.35
"2024-07-04 09:25:46",,994.35
"2024-07-04 09:25:47",,994.15
"2024-07-04 09:25:48",,994.05
"2024-07-04 09:25:49",,994.2
"2024-07-04 09:25:50",,993.8
"2024-07-04 09:25:51",,994.2
"2024-07-04 09:25:52",,994.7
"2024-07-04 09:25:53",,994.3
"2024-07-04 09:25:54",,994.25
"2024-07-04 09:25:55",,994.4
"2024-07-04 09:25:56",,994.4
"2024-07-04 09:25:57",,994.35
"2024-07-04 09:25:58",,994.7
"2024-07-04 09:25:59",,994.35
"2024-07-04 09:26:00",,994.7
"2024-07-04 09:26:01",,994.2
"2024-07-04 09:26:03",,994.65
"2024-07-04 09:26:04",,994.65
"2024-07-04 09:26:05",,994.25
"2024-07-04 09:26:06",,994.65
"2024-07-04 09:26:07",,994.2
"2024-07-04 09:26:08",,994.7
"2024-07-04 09:26:09",,994.65
"2024-07-04 09:26:10",,994.4
"2024-07-04 09:26:11",,994.35
"2024-07-04 09:26:12",,994.5
"2024-07-04 09:26:13",,994.6
"2024-07-04 09:26:14",,994.5
"2024-07-04 09:26:15",,994.8
"2024-07-04 09:26:16",,994.6
"2024-07-04 09:26:17",,994.5
"2024-07-04 09:26:18",,995
"2024-07-04 09:26:19",,994.85
"2024-07-04 09:26:20",,995.15
"2024-07-04 09:26:21",,995.05
"2024-07-04 09:26:22",,994.95
"2024-07-04 09:26:23",,995.15
"2024-07-04 09:26:24",,995.1
"2024-07-04 09:26:25",,995.1
"2024-07-04 09:26:26",,995.15
"2024-07-04 09:26:27",,995.15
"2024-07-04 09:26:28",,995.5
"2024-07-04 09:26:29",,994.85
"2024-07-04 09:26:30",,995.25
"2024-07-04 09:26:31",,994.95
"2024-07-04 09:26:32",,995
"2024-07-04 09:26:33",,995
"2024-07-04 09:26:34",,995
"2024-07-04 09:26:36",,995
"2024-07-04 09:26:37",,994.85
"2024-07-04 09:26:38",,995.25
"2024-07-04 09:26:39",,994.85
"2024-07-04 09:26:40",,994.9
"2024-07-04 09:26:41",,994.9
"2024-07-04 09:26:42",,994.95
"2024-07-04 09:26:43",,994.55
"2024-07-04 09:26:44",,994.55
"2024-07-04 09:26:45",,994.55
"2024-07-04 09:26:46",,994.65
"2024-07-04 09:26:47",,994.55
"2024-07-04 09:26:48",,994.9
"2024-07-04 09:26:49",,994.7
"2024-07-04 09:27:20",,994.1
"2024-07-04 09:27:21",,994.45
"2024-07-04 09:27:22",,994.4
"2024-07-04 09:27:23",,994.45
"2024-07-04 09:27:24",,994.5
"2024-07-04 09:27:25",,994.5
"2024-07-04 09:27:26",,994.5
"2024-07-04 09:27:27",,994.45
"2024-07-04 09:27:28",,994.1
"2024-07-04 09:27:29",,994.15
"2024-07-04 09:27:30",,994.1
"2024-07-04 09:27:31",,994.3
"2024-07-04 09:27:32",,993.75
"2024-07-04 09:27:33",,994.1
"2024-07-04 09:27:34",,994.05
"2024-07-04 09:27:35",,994.1
"2024-07-04 09:27:36",,994.1
"2024-07-04 09:27:37",,994.1
"2024-07-04 09:27:38",,994
"2024-07-04 09:27:40",,993.9
"2024-07-04 09:27:41",,993.9
"2024-07-04 09:27:42",,994
"2024-07-04 09:27:43",,994.1
"2024-07-04 09:27:44",,993.9
"2024-07-04 09:27:45",,994
"2024-07-04 09:27:46",,993.85
"2024-07-04 09:27:47",,993.75
"2024-07-04 09:27:48",,994
"2024-07-04 09:27:49",,994.6
"2024-07-04 09:27:51",,994.35
"2024-07-04 09:27:52",,994.6
"2024-07-04 09:27:53",,994.65
"2024-07-04 09:27:54",,994.6
"2024-07-04 09:27:55",,994.35
"2024-07-04 09:27:56",,994.3
"2024-07-04 09:27:57",,994.6
"2024-07-04 09:27:58",,994.9
"2024-07-04 09:27:59",,995.3
"2024-07-04 09:28:00",,995.15
"2024-07-04 09:28:01",,995.4
"2024-07-04 09:28:02",,994.75
"2024-07-04 09:28:03",,995.25
"2024-07-04 09:28:04",,995.15
"2024-07-04 09:28:05",,995
"2024-07-04 09:28:07",,994.75
"2024-07-04 09:28:08",,995
"2024-07-04 09:28:09",,994.95
"2024-07-04 09:28:10",,995.35
"2024-07-04 09:28:11",,995.4
"2024-07-04 09:28:12",,995.4
"2024-07-04 09:28:13",,995
"2024-07-04 09:28:14",,995.45
"2024-07-04 09:28:15",,995.15
"2024-07-04 09:28:16",,995.35
"2024-07-04 09:28:17",,995.25
"2024-07-04 09:28:18",,995.15
"2024-07-04 09:28:19",,995.2
"2024-07-04 09:28:20",,995.15
"2024-07-04 09:28:21",,995.5
"2024-07-04 09:28:22",,995.2
"2024-07-04 09:28:23",,995.25
"2024-07-04 09:28:24",,995.4
"2024-07-04 09:28:25",,995.4
"2024-07-04 09:28:26",,995.2
"2024-07-04 09:28:27",,995.4
"2024-07-04 09:28:28",,995.35
"2024-07-04 09:28:29",,995
"2024-07-04 09:28:30",,995
"2024-07-04 09:28:31",,995
"2024-07-04 09:28:32",,995
"2024-07-04 09:28:33",,994.9
"2024-07-04 09:28:34",,995
"2024-07-04 09:28:35",,994.75
"2024-07-04 09:28:36",,995
"2024-07-04 09:28:37",,995
"2024-07-04 09:28:38",,995.15
"2024-07-04 09:28:39",,995.1
"2024-07-04 09:28:40",,994.95
"2024-07-04 09:28:41",,994.75
"2024-07-04 09:28:42",,994.9
"2024-07-04 09:28:43",,994.95
"2024-07-04 09:28:44",,994.95
"2024-07-04 09:28:45",,994.95
"2024-07-04 09:28:46",,995
"2024-07-04 09:28:47",,994.75
"2024-07-04 09:28:48",,994.9
"2024-07-04 09:28:49",,995
"2024-07-04 09:28:50",,994.75
"2024-07-04 09:28:52",,995
"2024-07-04 09:28:53",,995
"2024-07-04 09:28:54",,995
"2024-07-04 09:28:55",,994.9
"2024-07-04 09:28:56",,995
"2024-07-04 09:28:57",,994.75
"2024-07-04 09:28:58",,994.7
"2024-07-04 09:28:59",,994.95
"2024-07-04 09:29:00",,994.7
"2024-07-04 09:29:01",,994.75
"2024-07-04 09:29:02",,994.75
"2024-07-04 09:29:03",,995
"2024-07-04 09:29:04",,994.9
"2024-07-04 09:29:05",,994.85
"2024-07-04 09:29:06",,994.85
"2024-07-04 09:29:07",,994.95
"2024-07-04 09:29:08",,994.7
"2024-07-04 09:29:09",,994.95
"2024-07-04 09:29:10",,994.75
"2024-07-04 09:29:11",,994.7
"2024-07-04 09:29:12",,994.9
"2024-07-04 09:29:13",,994.75
"2024-07-04 09:29:14",,994.75
"2024-07-04 09:29:15",,994.4
"2024-07-04 09:29:16",,994.6
"2024-07-04 09:29:17",,994.55
"2024-07-04 09:29:18",,994.15
"2024-07-04 09:29:19",,994
"2024-07-04 09:29:50",,994.55
"2024-07-04 09:29:51",,994.55
"2024-07-04 09:29:52",,994.9
"2024-07-04 09:29:53",,994.95
"2024-07-04 09:29:54",,994.55
"2024-07-04 09:29:55",,994.95
"2024-07-04 09:29:56",,995.1
"2024-07-04 09:29:57",,995.1
"2024-07-04 09:29:58",,995.4
"2024-07-04 09:29:59",,995.35
"2024-07-04 09:30:00",,995.1
"2024-07-04 09:30:01",,995.35
"2024-07-04 09:30:02",,995.4
"2024-07-04 09:30:03",,995.45
"2024-07-04 09:30:04",,995.4
"2024-07-04 09:30:05",,995.7
"2024-07-04 09:30:06",,995.9
"2024-07-04 09:30:07",,995.9
"2024-07-04 09:30:08",,996
"2024-07-04 09:30:09",,996
"2024-07-04 09:30:10",,995.85
"2024-07-04 09:30:11",,996.2
"2024-07-04 09:30:13",,996.1
"2024-07-04 09:30:14",,996.45
"2024-07-04 09:30:15",,996.1
"2024-07-04 09:30:16",,996.3
"2024-07-04 09:30:17",,996.3
"2024-07-04 09:30:19",,996.45
"2024-07-04 09:30:20",,996.35
"2024-07-04 09:30:21",,996.2
"2024-07-04 09:30:22",,996.6
"2024-07-04 09:30:23",,996.2
"2024-07-04 09:30:24",,996.2
"2024-07-04 09:30:25",,996.65
"2024-07-04 09:30:26",,996.35
"2024-07-04 09:30:27",,996.35
"2024-07-04 09:30:29",,996.35
"2024-07-04 09:30:30",,996.8
"2024-07-04 09:30:31",,996.5
"2024-07-04 09:30:32",,996.85
"2024-07-04 09:30:33",,996.5
"2024-07-04 09:30:34",,996.5
"2024-07-04 09:30:35",,996.8
"2024-07-04 09:30:36",,996.45
"2024-07-04 09:30:37",,996.45
"2024-07-04 09:30:38",,996.35
"2024-07-04 09:30:39",,996.45
"2024-07-04 09:30:40",,996.55
"2024-07-04 09:30:41",,996.45
"2024-07-04 09:30:42",,996.45
"2024-07-04 09:30:43",,996.5
"2024-07-04 09:30:44",,996.65
"2024-07-04 09:30:45",,996.45
"2024-07-04 09:30:46",,996.55
"2024-07-04 09:30:47",,996.65
"2024-07-04 09:30:48",,996.65
"2024-07-04 09:30:49",,996.15
"2024-07-04 09:30:50",,995.2
"2024-07-04 09:30:52",,995.85
"2024-07-04 09:30:53",,995.7
"2024-07-04 09:30:54",,995.8
"2024-07-04 09:30:55",,995.5
"2024-07-04 09:30:56",,995.8
"2024-07-04 09:30:57",,995.9
"2024-07-04 09:30:58",,995.55
"2024-07-04 09:30:59",,995.65
"2024-07-04 09:31:00",,996.05
"2024-07-04 09:31:01",,995.65
"2024-07-04 09:31:02",,995.65
"2024-07-04 09:31:03",,995.65
"2024-07-04 09:31:04",,995.65
"2024-07-04 09:31:05",,995.65
"2024-07-04 09:31:06",,995.65
"2024-07-04 09:31:07",,995.7
"2024-07-04 09:31:08",,995.65
"2024-07-04 09:31:09",,995.9
"2024-07-04 09:31:10",,996.15
"2024-07-04 09:31:11",,996.5
"2024-07-04 09:31:12",,996.75
"2024-07-04 09:31:13",,996.75
"2024-07-04 09:31:15",,996.75
"2024-07-04 09:31:16",,996.8
"2024-07-04 09:31:17",,996.3
"2024-07-04 09:31:18",,996.9
