"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"27-Feb-2024","EQ","2,585.00","2,601.45","2,566.75","2,583.90","2,600.45","2,598.70","2,587.31","27,693.00","2,409.10","6,30,872","1,63,22,61,725.95","75,856"
"26-Feb-2024","EQ","2,588.00","2,588.00","2,566.75","2,579.00","2,579.00","2,583.90","2,577.73","27,693.00","2,409.10","6,61,947","1,70,63,19,082.70","61,555"
"23-Feb-2024","EQ","2,565.00","2,583.00","2,551.95","2,563.15","2,581.95","2,579.00","2,572.14","27,693.00","2,409.10","6,05,619","1,55,77,36,604.95","57,872"
"22-Feb-2024","EQ","2,560.00","2,565.95","2,525.00","2,543.60","2,558.50","2,563.15","2,550.97","27,693.00","2,409.10","7,52,371","1,91,92,75,138.25","88,775"
"21-Feb-2024","EQ","2,539.40","2,551.00","2,518.15","2,539.40","2,539.20","2,543.60","2,539.17","27,693.00","2,409.10","8,93,182","2,26,79,43,412.60","78,238"
"20-Feb-2024","EQ","2,519.00","2,541.80","2,497.10","2,513.25","2,539.00","2,539.40","2,526.64","27,693.00","2,409.10","6,31,444","1,59,54,30,460.25","50,373"
"19-Feb-2024","EQ","2,495.00","2,525.50","2,481.40","2,487.65","2,515.25","2,513.25","2,513.47","27,693.00","2,409.10","4,77,520","1,20,02,34,022.55","39,739"
"16-Feb-2024","EQ","2,457.05","2,490.50","2,448.60","2,453.55","2,489.00","2,487.65","2,479.95","27,693.00","2,409.10","7,46,616","1,85,15,73,707.40","67,913"
"15-Feb-2024","EQ","2,495.00","2,495.00","2,438.00","2,487.00","2,453.00","2,453.55","2,454.93","27,693.00","2,409.10","8,40,476","2,06,33,07,337.10","1,23,751"
"14-Feb-2024","EQ","2,450.00","2,497.35","2,435.05","2,457.35","2,490.05","2,487.00","2,458.40","27,693.00","2,409.10","5,09,308","1,25,20,80,723.10","48,891"
"13-Feb-2024","EQ","2,474.00","2,476.60","2,444.95","2,459.05","2,456.00","2,457.35","2,463.21","27,693.00","2,409.10","3,10,985","76,60,21,194.65","43,589"
"12-Feb-2024","EQ","2,459.75","2,467.95","2,439.30","2,450.10","2,458.00","2,459.05","2,457.53","27,693.00","2,409.10","4,45,269","1,09,42,63,328.20","53,754"
"09-Feb-2024","EQ","2,442.85","2,465.90","2,420.05","2,423.05","2,451.95","2,450.10","2,442.20","27,693.00","2,409.10","8,38,819","2,04,85,62,598.95","1,16,563"
"08-Feb-2024","EQ","2,503.95","2,513.85","2,409.10","2,499.60","2,425.00","2,423.05","2,442.55","27,693.00","2,409.10","16,54,447","4,04,10,70,727.55","1,53,860"
"07-Feb-2024","EQ","2,470.00","2,511.55","2,446.70","2,456.65","2,501.00","2,499.60","2,484.09","27,693.00","2,445.75","15,47,404","3,84,38,91,581.75","1,31,510"
"06-Feb-2024","EQ","2,462.35","2,477.95","2,445.75","2,462.70","2,456.00","2,456.65","2,454.68","27,693.00","2,445.75","7,70,183","1,89,05,51,102.85","82,972"
"05-Feb-2024","EQ","2,505.00","2,505.00","2,456.70","2,481.40","2,462.35","2,462.70","2,477.06","27,693.00","2,446.00","5,32,977","1,32,02,14,156.70","73,908"
"02-Feb-2024","EQ","2,468.00","2,496.00","2,463.05","2,467.80","2,483.10","2,481.40","2,480.59","27,693.00","2,446.00","7,54,061","1,87,05,19,077.55","1,38,429"
"01-Feb-2024","EQ","2,510.00","2,510.90","2,462.70","2,506.00","2,467.60","2,467.80","2,488.21","27,693.00","2,446.00","8,20,566","2,04,17,40,297.75","1,01,448"
"31-Jan-2024","EQ","2,509.00","2,511.75","2,481.70","2,492.05","2,507.00","2,506.00","2,499.22","27,693.00","2,446.00","7,16,094","1,78,96,73,161.25","85,407"
"30-Jan-2024","EQ","2,512.00","2,531.15","2,488.00","2,498.55","2,489.00","2,492.05","2,509.31","27,693.00","2,446.00","6,68,034","1,67,63,04,448.60","64,809"
"29-Jan-2024","EQ","2,482.15","2,505.00","2,476.60","2,482.15","2,502.00","2,498.55","2,493.19","27,693.00","2,446.00","6,32,719","1,57,74,86,118.65","90,491"
"25-Jan-2024","EQ","2,525.05","2,528.00","2,467.70","2,513.95","2,481.00","2,482.15","2,489.14","27,693.00","2,446.00","7,85,773","1,95,58,97,372.15","78,733"
"24-Jan-2024","EQ","2,477.90","2,519.40","2,455.00","2,462.90","2,516.50","2,513.95","2,483.67","27,693.00","2,446.00","6,59,038","1,63,68,31,199.35","71,619"
"23-Jan-2024","EQ","2,480.00","2,498.20","2,446.00","2,479.95","2,458.55","2,462.90","2,468.26","27,693.00","2,446.00","6,90,538","1,70,44,24,077.60","84,912"
"20-Jan-2024","EQ","2,520.00","2,525.00","2,470.80","2,514.15","2,480.00","2,479.95","2,489.08","27,693.00","2,470.80","4,45,592","1,10,91,14,399.35","45,755"
"19-Jan-2024","EQ","2,510.00","2,521.90","2,499.70","2,502.00","2,520.00","2,514.15","2,509.49","27,693.00","2,496.15","9,41,391","2,36,24,07,849.30","73,734"
"18-Jan-2024","EQ","2,535.00","2,550.00","2,496.15","2,543.10","2,504.50","2,502.00","2,514.70","27,693.00","2,496.15","6,34,910","1,59,66,07,173.65","86,554"
"17-Jan-2024","EQ","2,542.05","2,557.15","2,525.40","2,542.05","2,546.15","2,543.10","2,540.05","27,693.00","2,525.40","8,01,619","2,03,61,56,098.65","71,524"
"16-Jan-2024","EQ","2,556.90","2,556.90","2,531.35","2,547.55","2,541.70","2,542.05","2,543.62","27,693.00","2,530.00","6,93,370","1,76,36,67,994.40","77,117"
"15-Jan-2024","EQ","2,564.00","2,576.15","2,530.65","2,549.60","2,549.05","2,547.55","2,550.55","27,693.00","2,530.00","8,93,834","2,27,97,67,551.05","1,11,603"
"12-Jan-2024","EQ","2,557.20","2,559.95","2,530.00","2,557.20","2,555.00","2,549.60","2,544.31","27,693.00","2,530.00","11,07,055","2,81,66,86,405.90","1,16,369"
"11-Jan-2024","EQ","2,580.00","2,589.95","2,550.10","2,578.10","2,561.55","2,557.20","2,560.13","27,693.00","2,550.10","7,75,667","1,98,58,08,842.80","85,129"
"10-Jan-2024","EQ","2,590.00","2,622.40","2,570.45","2,592.60","2,579.00","2,578.10","2,587.07","27,693.00","2,570.45","10,26,468","2,65,55,40,902.85","89,468"
"09-Jan-2024","EQ","2,640.00","2,640.30","2,586.95","2,619.30","2,595.00","2,592.60","2,602.81","27,693.00","2,586.95","8,13,027","2,11,61,54,347.80","1,00,208"
"08-Jan-2024","EQ","2,683.00","2,689.00","2,611.00","2,666.40","2,630.00","2,619.30","2,640.59","27,693.00","2,611.00","10,32,378","2,72,60,89,223.10","1,02,428"
"05-Jan-2024","EQ","2,754.00","2,754.00","2,642.45","27,116.40","2,668.10","2,666.40","2,671.60","27,693.00","2,642.45","25,77,064","6,88,48,88,559.90","1,93,592"
"04-Jan-2024","EQ","26,851.05","27,150.05","26,652.05","26,635.20","27,150.05","27,116.40","26,936.73","27,693.00","17,880.00","1,32,390","3,56,61,53,407.80","44,575"
"03-Jan-2024","EQ","27,345.00","27,417.30","26,573.00","27,223.15","26,620.10","26,635.20","26,871.83","27,693.00","17,880.00","1,01,346","2,72,33,52,366.35","38,372"
"02-Jan-2024","EQ","27,500.00","27,693.00","27,024.05","27,372.40","27,268.75","27,223.15","27,296.83","27,693.00","17,880.00","1,41,577","3,86,46,02,902.50","47,239"
"01-Jan-2024","EQ","26,650.00","27,445.25","26,640.00","26,580.30","27,364.00","27,372.40","27,082.93","27,445.25","17,880.00","1,31,610","3,56,43,84,319.00","38,182"
"29-Dec-2023","EQ","26,250.00","26,650.00","26,145.65","26,249.90","26,643.00","26,580.30","26,421.66","26,650.00","17,880.00","1,03,408","2,73,22,10,911.10","33,667"
"28-Dec-2023","EQ","25,869.85","26,374.00","25,775.20","25,720.45","26,221.00","26,249.90","26,137.84","26,374.00","17,880.00","1,57,772","4,12,38,18,552.55","51,501"
"27-Dec-2023","EQ","25,600.00","25,767.95","25,580.50","25,562.05","25,710.00","25,720.45","25,682.73","25,778.45","17,880.00","71,416","1,83,41,57,650.50","27,624"
"26-Dec-2023","EQ","25,486.00","25,600.00","25,365.00","25,368.45","25,550.00","25,562.05","25,501.71","25,778.45","17,880.00","61,785","1,57,56,23,060.20","20,125"
"22-Dec-2023","EQ","25,240.00","25,409.95","25,100.00","25,115.85","25,333.10","25,368.45","25,223.00","25,778.45","17,880.00","88,828","2,24,05,08,728.95","32,857"
"21-Dec-2023","EQ","25,097.75","25,248.00","24,907.70","25,097.75","25,137.85","25,115.85","25,049.71","25,778.45","17,880.00","1,10,638","2,77,14,49,645.60","32,658"
"20-Dec-2023","EQ","25,694.00","25,778.45","25,055.20","25,489.70","25,128.00","25,097.75","25,366.54","25,778.45","17,880.00","1,44,488","3,66,51,60,839.30","45,877"
"19-Dec-2023","EQ","24,569.80","25,705.00","24,510.90","24,354.25","25,499.00","25,489.70","25,297.53","25,705.00","17,880.00","3,52,866","8,92,66,38,271.45","84,656"
