"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"04-Jul-2024","EQ","1,759.75","1,759.75","1,724.85","1,768.65","1,728.00","1,727.15","1,735.22","1,794.00","1,363.55","2,29,24,329","39,77,87,17,290.50","4,05,416"
"03-Jul-2024","EQ","1,791.00","1,794.00","1,764.65","1,730.60","1,767.70","1,768.65","1,776.87","1,794.00","1,363.55","6,16,08,901","1,09,47,08,77,766.90","8,46,404"
"02-Jul-2024","EQ","1,715.00","1,734.90","1,702.75","1,705.20","1,728.00","1,730.60","1,722.46","1,757.50","1,363.55","2,29,60,845","39,54,91,18,301.05","4,86,972"
"01-Jul-2024","EQ","1,680.00","1,707.30","1,680.00","1,683.80","1,704.20","1,705.20","1,699.74","1,757.50","1,363.55","1,05,93,512","18,00,61,89,828.25","3,55,235"
"28-Jun-2024","EQ","1,697.60","1,706.60","1,679.00","1,696.15","1,685.00","1,683.80","1,692.59","1,757.50","1,363.55","1,32,38,023","22,40,65,74,604.55","3,12,550"
"27-Jun-2024","EQ","1,696.10","1,713.00","1,686.60","1,701.50","1,696.45","1,696.15","1,697.92","1,757.50","1,363.55","2,75,37,325","46,75,61,42,645.90","5,86,504"
"26-Jun-2024","EQ","1,707.95","1,710.90","1,691.10","1,711.35","1,693.50","1,701.50","1,703.01","1,757.50","1,363.55","2,37,98,333","40,52,88,70,562.05","4,24,591"
"25-Jun-2024","EQ","1,671.10","1,716.95","1,671.10","1,672.40","1,707.00","1,711.35","1,705.04","1,757.50","1,363.55","3,72,60,774","63,53,11,28,010.50","6,90,683"
"24-Jun-2024","EQ","1,647.00","1,675.10","1,645.75","1,665.75","1,671.00","1,672.40","1,664.93","1,757.50","1,363.55","1,42,72,497","23,76,26,44,259.60","3,87,580"
"21-Jun-2024","EQ","1,672.85","1,672.85","1,643.15","1,669.35","1,661.65","1,665.75","1,658.68","1,757.50","1,363.55","2,58,15,388","42,81,94,37,838.90","4,08,577"
"20-Jun-2024","EQ","1,669.80","1,681.45","1,652.00","1,657.85","1,667.25","1,669.35","1,667.89","1,757.50","1,363.55","2,07,04,371","34,53,26,04,621.85","4,65,827"
"19-Jun-2024","EQ","1,613.40","1,669.90","1,604.00","1,607.80","1,657.00","1,657.85","1,644.44","1,757.50","1,363.55","4,50,65,598","74,10,75,87,437.40","7,09,705"
"18-Jun-2024","EQ","1,596.90","1,610.50","1,589.45","1,596.90","1,608.00","1,607.80","1,604.04","1,757.50","1,363.55","1,62,07,857","25,99,80,73,833.50","3,53,540"
