"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"06-Oct-2022","EQ","1,459.95","1,462.60","1,434.20","1,453.00","1,436.00","1,437.00","1,449.04","1,725.00","1,271.60",6274599,"9,092,118,877.70",170441
"04-Oct-2022","EQ","1,429.50","1,458.00","1,426.15","1,413.20","1,456.15","1,453.00","1,448.36","1,725.00","1,271.60",5769263,"8,355,997,412.35",130624
"03-Oct-2022","EQ","1,409.95","1,417.85","1,401.10","1,421.35","1,411.00","1,413.20","1,410.01","1,725.00","1,271.60",5770556,"8,136,520,348.45",147339
"30-Sep-2022","EQ","1,378.80","1,431.45","1,365.00","1,382.35","1,422.05","1,421.35","1,407.93","1,725.00","1,271.60",7890878,"11,109,799,543.35",181624
"29-Sep-2022","EQ","1,396.30","1,402.20","1,378.80","1,389.55","1,381.50","1,382.35","1,387.85","1,725.00","1,271.60",7205194,"9,999,718,372.70",258296
"28-Sep-2022","EQ","1,406.00","1,410.60","1,385.90","1,413.85","1,387.00","1,389.55","1,397.25","1,725.00","1,271.60",5908066,"8,255,059,324.45",215474
"27-Sep-2022","EQ","1,432.40","1,440.00","1,407.00","1,426.65","1,414.65","1,413.85","1,423.81","1,725.00","1,271.60",6319850,"8,998,292,829.25",181595
"26-Sep-2022","EQ","1,425.35","1,436.45","1,418.00","1,446.15","1,429.80","1,426.65","1,426.27","1,725.00","1,271.60",4461743,"6,363,659,216.05",183001
"23-Sep-2022","EQ","1,472.35","1,475.00","1,437.00","1,486.00","1,447.00","1,446.15","1,451.15","1,725.00","1,271.60",7903126,"11,468,624,906.55",254765
"22-Sep-2022","EQ","1,502.00","1,510.15","1,482.75","1,518.35","1,486.20","1,486.00","1,494.95","1,725.00","1,271.60",6024072,"9,005,666,828.65",130337
"21-Sep-2022","EQ","1,508.00","1,521.50","1,505.00","1,520.70","1,517.40","1,518.35","1,515.55","1,725.00","1,271.60",4536152,"6,874,779,529.40",129113
"20-Sep-2022","EQ","1,514.00","1,524.00","1,509.90","1,502.60","1,517.55","1,520.70","1,518.57","1,725.00","1,271.60",5390834,"8,186,358,426.60",125775
"19-Sep-2022","EQ","1,489.00","1,514.00","1,480.00","1,492.75","1,504.25","1,502.60","1,501.17","1,725.00","1,271.60",6038019,"9,064,064,674.30",123407
"16-Sep-2022","EQ","1,503.10","1,514.70","1,483.00","1,520.70","1,497.50","1,492.75","1,499.18","1,725.00","1,271.60",10280023,"15,411,585,013.35",204150
"15-Sep-2022","EQ","1,530.00","1,540.95","1,512.00","1,528.65","1,520.50","1,520.70","1,525.41","1,725.00","1,271.60",6769686,"10,326,531,542.60",209664
"14-Sep-2022","EQ","1,494.05","1,538.90","1,492.35","1,513.10","1,525.10","1,528.65","1,519.30","1,725.00","1,271.60",10109880,"15,359,982,950.00",266662
"13-Sep-2022","EQ","1,498.90","1,515.90","1,498.55","1,493.55","1,514.35","1,513.10","1,509.49","1,725.00","1,271.60",6500983,"9,813,139,426.55",178976
"12-Sep-2022","EQ","1,500.00","1,504.00","1,490.00","1,498.60","1,491.60","1,493.55","1,498.08","1,725.00","1,271.60",5540246,"8,299,719,758.65",158509
"09-Sep-2022","EQ","1,496.20","1,509.00","1,494.05","1,497.60","1,498.00","1,498.60","1,501.98","1,725.00","1,271.60",7564444,"11,361,670,171.70",159222
"08-Sep-2022","EQ","1,490.10","1,500.00","1,482.15","1,482.30","1,496.65","1,497.60","1,491.81","1,725.00","1,271.60",5582345,"8,327,793,778.20",105543
"07-Sep-2022","EQ","1,471.30","1,490.00","1,471.30","1,489.35","1,483.05","1,482.30","1,483.04","1,725.00","1,271.60",4888103,"7,249,268,552.20",89838
"06-Sep-2022","EQ","1,498.90","1,506.65","1,486.45","1,495.05","1,489.00","1,489.35","1,497.95","1,725.00","1,271.60",6119348,"9,166,492,283.65",115379
"05-Sep-2022","EQ","1,486.10","1,499.00","1,484.10","1,485.50","1,494.00","1,495.05","1,493.54","1,725.00","1,271.60",6065966,"9,059,754,660.00",128519
"02-Sep-2022","EQ","1,472.15","1,490.50","1,465.20","1,472.15","1,482.00","1,485.50","1,477.45","1,725.00","1,271.60",6019043,"8,892,860,828.10",119285
"01-Sep-2022","EQ","1,464.75","1,489.45","1,459.00","1,486.10","1,471.00","1,472.15","1,469.61","1,725.00","1,271.60",11201568,"16,461,981,807.55",182041
"30-Aug-2022","EQ","1,446.45","1,489.95","1,443.10","1,439.40","1,483.65","1,486.10","1,468.87","1,725.00","1,271.60",5067700,"7,443,785,303.75",192942
"29-Aug-2022","EQ","1,437.00","1,446.00","1,428.60","1,465.10","1,442.00","1,439.40","1,438.69","1,725.00","1,271.60",4326589,"6,224,608,203.95",187389
"26-Aug-2022","EQ","1,472.05","1,481.80","1,461.20","1,464.85","1,466.00","1,465.10","1,471.45","1,725.00","1,271.60",3853088,"5,669,634,958.80",128698
"25-Aug-2022","EQ","1,479.90","1,486.80","1,457.00","1,472.85","1,462.95","1,464.85","1,477.82","1,725.00","1,271.60",5911520,"8,736,166,442.20",127054
