"DateTime","Pre Open NESTLEIND","NESTLEINDEQN"
"2024-07-04 09:18:08",,2550.25
"2024-07-04 09:18:09",,2550.25
"2024-07-04 09:18:10",,2550.25
"2024-07-04 09:18:11",,2549.65
"2024-07-04 09:18:12",,2549.65
"2024-07-04 09:18:13",,2549.85
"2024-07-04 09:18:14",,2549.85
"2024-07-04 09:18:17",,2549.35
"2024-07-04 09:18:27",,2550.25
"2024-07-04 09:18:36",,2550.45
"2024-07-04 09:18:46",,2550.25
"2024-07-04 09:18:55",,2550.3
"2024-07-04 09:19:04",,2550
"2024-07-04 09:19:14",,2550.95
"2024-07-04 09:19:23",,2550.95
"2024-07-04 09:19:32",,2552.25
"2024-07-04 09:19:42",,2551.45
"2024-07-04 09:20:28",,2549.2
"2024-07-04 09:20:37",,2550.55
"2024-07-04 09:20:47",,2548.8
"2024-07-04 09:20:56",,2548.8
"2024-07-04 09:21:05",,2548.1
"2024-07-04 09:21:14",,2548.4
"2024-07-04 09:21:23",,2547.45
"2024-07-04 09:21:32",,2546.55
"2024-07-04 09:21:42",,2545.05
"2024-07-04 09:22:20",,2546.9
"2024-07-04 09:22:21",,2547.65
"2024-07-04 09:22:22",,2547.65
"2024-07-04 09:22:23",,2546.9
"2024-07-04 09:22:24",,2546.9
"2024-07-04 09:22:25",,2546.8
"2024-07-04 09:22:26",,2546.1
"2024-07-04 09:22:27",,2546.8
"2024-07-04 09:22:28",,2546.8
"2024-07-04 09:22:29",,2546.8
"2024-07-04 09:22:30",,2545.7
"2024-07-04 09:22:31",,2545.7
"2024-07-04 09:22:32",,2545.7
"2024-07-04 09:22:33",,2545.7
"2024-07-04 09:22:34",,2545.7
"2024-07-04 09:22:35",,2547.05
"2024-07-04 09:22:36",,2547.15
"2024-07-04 09:22:37",,2547.15
"2024-07-04 09:22:38",,2547.15
"2024-07-04 09:22:39",,2547.15
"2024-07-04 09:22:40",,2547.15
"2024-07-04 09:22:41",,2547.15
"2024-07-04 09:22:42",,2547.15
"2024-07-04 09:22:43",,2547.15
"2024-07-04 09:22:44",,2547.15
"2024-07-04 09:22:45",,2547.65
"2024-07-04 09:22:46",,2547.2
"2024-07-04 09:22:47",,2548.15
"2024-07-04 09:22:48",,2548.15
"2024-07-04 09:22:49",,2548.15
"2024-07-04 09:22:50",,2548.15
"2024-07-04 09:22:51",,2548.15
"2024-07-04 09:22:52",,2548.1
"2024-07-04 09:22:53",,2548.1
"2024-07-04 09:22:54",,2548.1
"2024-07-04 09:22:55",,2546.45
"2024-07-04 09:22:56",,2546.45
"2024-07-04 09:22:57",,2547.1
"2024-07-04 09:22:58",,2547.1
"2024-07-04 09:22:59",,2547.1
"2024-07-04 09:23:00",,2545.8
"2024-07-04 09:23:01",,2546
"2024-07-04 09:23:02",,2546
"2024-07-04 09:23:03",,2545.5
"2024-07-04 09:23:04",,2545.4
"2024-07-04 09:23:05",,2545.4
"2024-07-04 09:23:06",,2545.4
"2024-07-04 09:23:07",,2545.8
"2024-07-04 09:23:08",,2546
"2024-07-04 09:23:09",,2546
"2024-07-04 09:23:10",,2546.75
"2024-07-04 09:23:11",,2546.5
"2024-07-04 09:23:12",,2546.55
"2024-07-04 09:23:13",,2546.5
"2024-07-04 09:23:14",,2546.75
"2024-07-04 09:23:22",,2546.75
"2024-07-04 09:23:31",,2548.1
"2024-07-04 09:23:40",,2548.25
"2024-07-04 09:23:49",,2549
"2024-07-04 09:24:25",,2549.6
"2024-07-04 09:24:34",,2550.2
"2024-07-04 09:24:43",,2550.2
"2024-07-04 09:24:52",,2549.85
"2024-07-04 09:25:01",,2549.85
"2024-07-04 09:25:10",,2551.4
"2024-07-04 09:25:19",,2551.3
"2024-07-04 09:25:28",,2550.8
"2024-07-04 09:25:36",,2551.25
"2024-07-04 09:25:45",,2550.75
"2024-07-04 09:25:54",,2550.9
"2024-07-04 09:26:03",,2551.7
"2024-07-04 09:26:12",,2553
"2024-07-04 09:26:21",,2553.3
"2024-07-04 09:26:30",,2554.45
"2024-07-04 09:26:39",,2554.8
"2024-07-04 09:26:48",,2554.9
"2024-07-04 09:27:24",,2555.6
"2024-07-04 09:27:33",,2555
"2024-07-04 09:27:42",,2555
"2024-07-04 09:27:51",,2555.15
"2024-07-04 09:28:00",,2557.5
"2024-07-04 09:28:08",,2556.95
"2024-07-04 09:28:17",,2557.4
"2024-07-04 09:28:26",,2556.1
"2024-07-04 09:28:35",,2557.15
"2024-07-04 09:28:44",,2556.55
"2024-07-04 09:28:52",,2556.55
"2024-07-04 09:29:01",,2557.3
"2024-07-04 09:29:09",,2557.3
"2024-07-04 09:29:18",,2556.55
"2024-07-04 09:29:53",,2556.55
"2024-07-04 09:30:02",,2557.5
"2024-07-04 09:30:11",,2559.05
"2024-07-04 09:30:15",,2557.3
"2024-07-04 09:30:16",,2558.25
"2024-07-04 09:30:17",,2557.3
"2024-07-04 09:30:18",,2556.95
"2024-07-04 09:30:19",,2557.4
"2024-07-04 09:30:20",,2556.55
"2024-07-04 09:30:21",,2555.45
"2024-07-04 09:30:22",,2555.4
"2024-07-04 09:30:23",,2555.5
"2024-07-04 09:30:24",,2555.5
"2024-07-04 09:30:25",,2555.5
"2024-07-04 09:30:26",,2555.3
"2024-07-04 09:30:27",,2555.5
"2024-07-04 09:30:28",,2555.05
"2024-07-04 09:30:29",,2555
"2024-07-04 09:30:30",,2555.05
"2024-07-04 09:30:31",,2555.05
"2024-07-04 09:30:32",,2555
"2024-07-04 09:30:33",,2554.75
"2024-07-04 09:30:34",,2554.75
"2024-07-04 09:30:35",,2554.8
"2024-07-04 09:30:36",,2554.8
"2024-07-04 09:30:37",,2554.8
"2024-07-04 09:30:38",,2554.8
"2024-07-04 09:30:39",,2554.8
"2024-07-04 09:30:40",,2554.8
"2024-07-04 09:30:41",,2554.8
"2024-07-04 09:30:43",,2554.8
"2024-07-04 09:30:44",,2554.8
"2024-07-04 09:30:45",,2554.8
"2024-07-04 09:30:46",,2554.85
"2024-07-04 09:30:47",,2555
"2024-07-04 09:30:48",,2555
"2024-07-04 09:30:49",,2555
"2024-07-04 09:30:50",,2555
"2024-07-04 09:30:51",,2555
"2024-07-04 09:30:52",,2555
"2024-07-04 09:30:53",,2556.35
"2024-07-04 09:30:54",,2556.35
"2024-07-04 09:30:55",,2556.35
"2024-07-04 09:30:56",,2556.35
"2024-07-04 09:30:57",,2556.35
"2024-07-04 09:30:58",,2556.35
"2024-07-04 09:30:59",,2556.85
"2024-07-04 09:31:00",,2556.9
"2024-07-04 09:31:01",,2556.9
"2024-07-04 09:31:02",,2556.85
"2024-07-04 09:31:03",,2556.9
"2024-07-04 09:31:04",,2556.9
"2024-07-04 09:31:05",,2556.9
"2024-07-04 09:31:06",,2556.9
"2024-07-04 09:31:07",,2556.9
"2024-07-04 09:31:08",,2558.1
"2024-07-04 09:31:09",,2556.95
"2024-07-04 09:31:10",,2558.75
"2024-07-04 09:31:11",,2558.75
"2024-07-04 09:31:12",,2558.1
"2024-07-04 09:31:13",,2557.3
"2024-07-04 09:31:14",,2558.25
"2024-07-04 09:31:57",,2553.8
"2024-07-04 09:32:06",,2554.3
"2024-07-04 09:32:15",,2553.55
"2024-07-04 09:32:23",,2554.3
"2024-07-04 09:32:32",,2554.9
"2024-07-04 09:32:41",,2554.85
"2024-07-04 09:32:49",,2554.85
"2024-07-04 09:32:58",,2555
"2024-07-04 09:33:07",,2554.5
"2024-07-04 09:33:16",,2554.6
"2024-07-04 09:33:50",,2553.95
"2024-07-04 09:33:59",,2553.25
"2024-07-04 09:34:08",,2552.35
"2024-07-04 09:34:16",,2553.1
"2024-07-04 09:34:25",,2553.1
"2024-07-04 09:34:34",,2552.7
"2024-07-04 09:34:43",,2553.95
"2024-07-04 09:35:27",,2554.6
"2024-07-04 09:35:35",,2555.75
"2024-07-04 09:35:44",,2554.8
"2024-07-04 09:36:27",,2555.9
"2024-07-04 09:36:35",,2555.25
"2024-07-04 09:36:44",,2556
"2024-07-04 09:36:52",,2556.05
"2024-07-04 09:37:01",,2555.8
"2024-07-04 09:37:10",,2557.7
"2024-07-04 09:37:18",,2557.5
"2024-07-04 09:37:27",,2558.3
"2024-07-04 09:37:36",,2557.65
"2024-07-04 09:37:44",,2557
"2024-07-04 09:38:27",,2557.05
"2024-07-04 09:38:36",,2557.15
"2024-07-04 09:38:44",,2556.35
"2024-07-04 09:39:26",,2555
"2024-07-04 09:39:35",,2555.9
"2024-07-04 09:39:44",,2556
"2024-07-04 09:40:26",,2555.6
"2024-07-04 09:40:35",,2555.15
"2024-07-04 09:40:43",,2555.65
"2024-07-04 09:41:26",,2553.05
"2024-07-04 09:41:35",,2553
"2024-07-04 09:41:43",,2552.1
"2024-07-04 09:42:25",,2552.9
"2024-07-04 09:42:34",,2551.3
"2024-07-04 09:42:42",,2552.4
"2024-07-04 09:43:23",,2552.5
"2024-07-04 09:43:32",,2553.5
"2024-07-04 09:43:40",,2555
"2024-07-04 09:43:49",,2555.75
"2024-07-04 09:44:21",,2557.55
"2024-07-04 09:44:22",,2557.55
"2024-07-04 09:44:23",,2557.55
"2024-07-04 09:44:24",,2557.45
"2024-07-04 09:44:26",,2557.55
"2024-07-04 09:44:27",,2557.55
"2024-07-04 09:44:28",,2557.45
"2024-07-04 09:44:29",,2557.45
"2024-07-04 09:44:30",,2557.45
"2024-07-04 09:44:31",,2557.4
"2024-07-04 09:44:32",,2557.4
"2024-07-04 09:44:33",,2557.4
"2024-07-04 09:44:34",,2557.4
"2024-07-04 09:44:35",,2557.4
"2024-07-04 09:44:36",,2557.4
"2024-07-04 09:44:37",,2557.4
"2024-07-04 09:44:38",,2557.3
"2024-07-04 09:44:39",,2557.45
"2024-07-04 09:44:40",,2557.15
"2024-07-04 09:44:41",,2557.15
"2024-07-04 09:44:42",,2557.5
"2024-07-04 09:44:43",,2557.5
"2024-07-04 09:44:44",,2557.5
"2024-07-04 09:44:45",,2557.5
"2024-07-04 09:44:47",,2557.5
"2024-07-04 09:44:48",,2557.5
"2024-07-04 09:44:49",,2557.5
"2024-07-04 09:44:50",,2557.55
"2024-07-04 09:45:21",,2557.85
"2024-07-04 09:45:30",,2558.2
"2024-07-04 09:45:38",,2559.1
"2024-07-04 09:45:47",,2559.1
"2024-07-04 09:46:21",,2557.55
"2024-07-04 09:46:22",,2557.85
"2024-07-04 09:46:23",,2557.85
"2024-07-04 09:46:24",,2557.85
"2024-07-04 09:46:25",,2557.85
"2024-07-04 09:46:27",,2558.35
"2024-07-04 09:46:28",,2559.15
"2024-07-04 09:46:30",,2558.35
"2024-07-04 09:46:31",,2558.35
"2024-07-04 09:46:32",,2558.35
"2024-07-04 09:46:33",,2558.35
"2024-07-04 09:46:34",,2559.4
"2024-07-04 09:46:35",,2559.4
"2024-07-04 09:46:36",,2559.4
"2024-07-04 09:46:37",,2559.45
"2024-07-04 09:46:38",,2559.45
"2024-07-04 09:46:39",,2559.45
"2024-07-04 09:46:40",,2559.45
"2024-07-04 09:46:41",,2559.45
"2024-07-04 09:46:42",,2559.45
"2024-07-04 09:46:43",,2559.45
"2024-07-04 09:46:45",,2559.45
"2024-07-04 09:46:46",,2559.45
"2024-07-04 09:46:47",,2559.45
"2024-07-04 09:46:48",,2559.45
"2024-07-04 09:46:50",,2559.45
"2024-07-04 09:47:25",,2560
"2024-07-04 09:47:33",,2561.05
"2024-07-04 09:47:41",,2561.2
"2024-07-04 09:47:49",,2561.2
"2024-07-04 09:47:57",,2560.25
"2024-07-04 09:48:05",,2561
"2024-07-04 09:48:13",,2561.2
"2024-07-04 09:48:53",,2560.25
"2024-07-04 09:49:02",,2560.25
"2024-07-04 09:49:10",,2558.45
"2024-07-04 09:49:18",,2558.9
"2024-07-04 09:49:26",,2558.8
"2024-07-04 09:49:34",,2558.8
"2024-07-04 09:49:43",,2558.9
"2024-07-04 09:50:24",,2557.35
"2024-07-04 09:50:32",,2556.75
"2024-07-04 09:50:39",,2556.45
"2024-07-04 09:50:47",,2556.45
"2024-07-04 09:51:21",,2557.9
"2024-07-04 09:51:22",,2558.55
"2024-07-04 09:51:23",,2558.8
"2024-07-04 09:51:24",,2559.85
"2024-07-04 09:51:25",,2559.85
"2024-07-04 09:51:27",,2559.8
"2024-07-04 09:51:29",,2559.8
"2024-07-04 09:51:30",,2559.8
"2024-07-04 09:51:31",,2559.9
"2024-07-04 09:51:32",,2559.9
"2024-07-04 09:51:33",,2559.9
"2024-07-04 09:51:34",,2559.75
"2024-07-04 09:51:35",,2559.75
"2024-07-04 09:51:36",,2559.85
"2024-07-04 09:51:38",,2559.85
"2024-07-04 09:51:39",,2559.85
"2024-07-04 09:51:41",,2559.7
"2024-07-04 09:51:42",,2559.6
"2024-07-04 09:51:43",,2559.5
"2024-07-04 09:51:45",,2559.5
"2024-07-04 09:51:46",,2559.5
"2024-07-04 09:51:47",,2559.5
"2024-07-04 09:51:48",,2559.5
"2024-07-04 09:51:49",,2559.5
"2024-07-04 09:51:50",,2559.5
"2024-07-04 09:52:25",,2560
"2024-07-04 09:52:33",,2560
"2024-07-04 09:52:41",,2560.95
"2024-07-04 09:52:49",,2561.65
"2024-07-04 09:52:57",,2561.2
"2024-07-04 09:53:05",,2561.25
"2024-07-04 09:53:13",,2561.25
"2024-07-04 09:53:53",,2561.75
"2024-07-04 09:54:01",,2560.7
"2024-07-04 09:54:09",,2561
"2024-07-04 09:54:17",,2559.5
"2024-07-04 09:54:50",,2557.25
"2024-07-04 09:54:58",,2557.75
"2024-07-04 09:55:07",,2558.15
"2024-07-04 09:55:15",,2558.35
"2024-07-04 09:55:16",,2558.35
"2024-07-04 09:55:17",,2558.35
"2024-07-04 09:55:18",,2558.35
"2024-07-04 09:55:19",,2558.35
"2024-07-04 09:55:21",,2558.4
"2024-07-04 09:55:22",,2558.4
"2024-07-04 09:55:24",,2558.4
"2024-07-04 09:55:25",,2558.4
"2024-07-04 09:55:26",,2558.4
"2024-07-04 09:55:28",,2559.15
"2024-07-04 09:55:30",,2559.15
"2024-07-04 09:55:31",,2558.5
"2024-07-04 09:55:32",,2558.5
"2024-07-04 09:55:33",,2558.5
"2024-07-04 09:55:35",,2559.15
"2024-07-04 09:55:36",,2559.15
"2024-07-04 09:55:38",,2559.15
"2024-07-04 09:55:39",,2559.15
"2024-07-04 09:55:40",,2559.15
"2024-07-04 09:55:41",,2559.1
"2024-07-04 09:55:43",,2558.55
"2024-07-04 09:55:44",,2558.55
"2024-07-04 09:55:45",,2558.55
"2024-07-04 09:55:47",,2558.55
"2024-07-04 09:55:48",,2559.15
"2024-07-04 09:55:50",,2559.6
"2024-07-04 09:55:51",,2559.6
"2024-07-04 09:55:52",,2559.6
"2024-07-04 09:55:53",,2559.6
"2024-07-04 09:55:54",,2559.6
"2024-07-04 09:55:55",,2559.6
"2024-07-04 09:55:56",,2559.6
"2024-07-04 09:55:57",,2559.6
"2024-07-04 09:55:58",,2559.6
"2024-07-04 09:56:00",,2559.6
"2024-07-04 09:56:01",,2559.6
"2024-07-04 09:56:02",,2559.6
"2024-07-04 09:56:03",,2559.6
"2024-07-04 09:56:04",,2559.6
"2024-07-04 09:56:05",,2559.55
"2024-07-04 09:56:07",,2559.6
"2024-07-04 09:56:08",,2559.65
"2024-07-04 09:56:09",,2559.95
"2024-07-04 09:56:10",,2560
"2024-07-04 09:56:11",,2560
"2024-07-04 09:56:12",,2560
"2024-07-04 09:56:14",,2560
"2024-07-04 09:56:15",,2559.95
"2024-07-04 09:56:19",,2559.95
"2024-07-04 09:56:27",,2559.7
"2024-07-04 09:56:35",,2559.6
"2024-07-04 09:56:43",,2559.55
"2024-07-04 09:56:52",,2559.55
"2024-07-04 09:57:00",,2559.95
"2024-07-04 09:57:08",,2561.4
"2024-07-04 09:57:16",,2560.1
"2024-07-04 09:57:24",,2559.55
"2024-07-04 09:57:32",,2559.55
"2024-07-04 09:57:40",,2559.55
"2024-07-04 09:57:48",,2559.55
"2024-07-04 09:57:56",,2559.3
"2024-07-04 09:58:04",,2559.3
"2024-07-04 09:58:12",,2558
"2024-07-04 09:58:20",,2558.45
"2024-07-04 09:58:28",,2558.4
"2024-07-04 09:58:36",,2557.05
"2024-07-04 09:58:44",,2558
"2024-07-04 09:58:52",,2558.8
"2024-07-04 09:59:00",,2559.55
"2024-07-04 09:59:07",,2559.8
"2024-07-04 09:59:15",,2560.95
"2024-07-04 09:59:23",,2560.85
"2024-07-04 09:59:31",,2561
"2024-07-04 09:59:39",,2561
"2024-07-04 09:59:47",,2561
"2024-07-04 09:59:55",,2561.8
"2024-07-04 10:00:03",,2561.8
"2024-07-04 10:00:11",,2561.75
"2024-07-04 10:00:19",,2561.9
"2024-07-04 10:00:27",,2561.85
"2024-07-04 10:00:35",,2561.85
"2024-07-04 10:00:43",,2561.9
"2024-07-04 10:01:23",,2561.85
"2024-07-04 10:01:31",,2562.25
"2024-07-04 10:01:39",,2563
"2024-07-04 10:01:47",,2563
"2024-07-04 10:01:54",,2563
"2024-07-04 10:02:02",,2562.95
"2024-07-04 10:02:10",,2563.15
"2024-07-04 10:02:18",,2563.5
"2024-07-04 10:02:26",,2563.55
"2024-07-04 10:02:34",,2563.45
"2024-07-04 10:02:42",,2563.5
"2024-07-04 10:02:50",,2563.35
"2024-07-04 10:02:58",,2563.5
"2024-07-04 10:03:07",,2563.55
"2024-07-04 10:03:15",,2563.55
"2024-07-04 10:03:54",,2561.35
"2024-07-04 10:04:02",,2561
"2024-07-04 10:04:10",,2561.3
"2024-07-04 10:04:18",,2561.3
"2024-07-04 10:04:26",,2561.3
"2024-07-04 10:04:34",,2561.3
"2024-07-04 10:04:42",,2562.2
"2024-07-04 10:04:49",,2562
"2024-07-04 10:05:27",,2562.2
"2024-07-04 10:05:35",,2561.7
"2024-07-04 10:05:42",,2562.5
"2024-07-04 10:05:50",,2562
"2024-07-04 10:05:57",,2561.95
"2024-07-04 10:06:05",,2561.3
"2024-07-04 10:06:13",,2562
"2024-07-04 10:06:21",,2561.2
"2024-07-04 10:06:29",,2562
"2024-07-04 10:06:36",,2562
"2024-07-04 10:06:44",,2561.95
"2024-07-04 10:07:22",,2561.05
"2024-07-04 10:07:30",,2561.65
"2024-07-04 10:07:38",,2561.65
"2024-07-04 10:07:45",,2561.5
"2024-07-04 10:08:24",,2559.65
"2024-07-04 10:08:31",,2560
"2024-07-04 10:08:39",,2560.7
"2024-07-04 10:08:47",,2559.85
"2024-07-04 10:09:25",,2559.45
"2024-07-04 10:09:33",,2558.75
"2024-07-04 10:09:41",,2558.8
"2024-07-04 10:09:48",,2558.8
"2024-07-04 10:10:27",,2559.45
"2024-07-04 10:10:34",,2558.9
"2024-07-04 10:10:42",,2559.45
"2024-07-04 10:10:49",,2558.9
"2024-07-04 10:11:27",,2558.55
"2024-07-04 10:11:34",,2557.95
"2024-07-04 10:11:42",,2557
"2024-07-04 10:11:49",,2556.5
"2024-07-04 10:12:28",,2556.5
"2024-07-04 10:12:35",,2556.5
"2024-07-04 10:12:43",,2556.5
"2024-07-04 10:12:51",,2557
"2024-07-04 10:13:22",,2557.6
"2024-07-04 10:13:29",,2556.5
"2024-07-04 10:13:36",,2556.5
"2024-07-04 10:13:43",,2556.65
"2024-07-04 10:13:51",,2556.65
"2024-07-04 10:14:27",,2555.65
"2024-07-04 10:14:35",,2555.1
"2024-07-04 10:14:42",,2555.1
"2024-07-04 10:14:50",,2555.6
"2024-07-04 10:14:57",,2555.6
"2024-07-04 10:15:05",,2555.1
"2024-07-04 10:15:13",,2555.9
"2024-07-04 10:15:20",,2555.95
"2024-07-04 10:15:51",,2556.7
"2024-07-04 10:15:59",,2556.75
"2024-07-04 10:16:07",,2556.7
"2024-07-04 10:16:14",,2556.95
"2024-07-04 10:16:52",,2556.9
"2024-07-04 10:17:00",,2557.5
"2024-07-04 10:17:07",,2558.75
"2024-07-04 10:17:15",,2558.75
"2024-07-04 10:17:22",,2558.5
"2024-07-04 10:17:30",,2558.75
"2024-07-04 10:17:37",,2558.5
"2024-07-04 10:17:44",,2558.75
"2024-07-04 10:17:52",,2558.95
"2024-07-04 10:18:00",,2558.95
"2024-07-04 10:18:07",,2558.95
"2024-07-04 10:18:14",,2558.5
"2024-07-04 10:18:54",,2556.85
"2024-07-04 10:19:01",,2556.75
"2024-07-04 10:19:09",,2556
"2024-07-04 10:19:17",,2555.2
"2024-07-04 10:19:25",,2555.2
"2024-07-04 10:19:32",,2555.2
"2024-07-04 10:19:40",,2556.15
"2024-07-04 10:19:48",,2557.75
"2024-07-04 10:20:25",,2557.15
"2024-07-04 10:20:33",,2557.15
"2024-07-04 10:20:41",,2557.15
"2024-07-04 10:20:48",,2557.1
"2024-07-04 10:20:55",,2556.05
"2024-07-04 10:21:03",,2555.9
"2024-07-04 10:21:10",,2555.9
"2024-07-04 10:21:17",,2555.95
"2024-07-04 10:21:55",,2556.7
